Data incidente;lat;lon;Centro abitato;Tipo di strada;Caratteristiche della strada;Stato fondo stradale;Tipo pavimentazione;Condizioni meteo;Condizioni traffico;Danni a cose;Incidente con lesioni;Pattuglia inviata ore;Pattuglia sul posto ore
30/01/2022;41.12574;16.86767;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
30/01/2022;41.1375334;16.77859015;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;19:20:00;19:45:00
30/01/2022;41.12578;16.79896;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;20:30:00;20:40:00
30/01/2022;41.07954;16.87427;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;00:00:00;00:00:00
31/01/2022;41.11875;16.89048;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;01:35:00;01:40:00
31/01/2022;41.101;16.86094;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;10:55:00;11:10:00
31/01/2022;41.12005;16.87263;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;No;11:00:00;11:10:00
31/01/2022;41.13352;16.82765;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:30:00;17:34:00
01/02/2022;41.1227248;16.8586343;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:25:00;11:40:00
01/02/2022;41.11165153;16.91689618;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;No;No;14:03:00;14:15:00
01/02/2022;41.124044;16.8758264;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;16:50:00;17:05:00
02/02/2022;41.10524;16.87984;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;08:50:00;09:00:00
02/02/2022;41.10167;16.87908;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;00:00:00;00:00:00
02/02/2022;41.10371;16.90943;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
02/02/2022;41.1092973;16.87549443;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:00:00;14:20:00
02/02/2022;41.1189645;16.8740692;Sì;Strada urbana;Pendenza;Asciutto;Asfaltata;Sereno;Normale;Sì;No;14:45:00;15:00:00
02/02/2022;41.10658;16.87503;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;16:40:00;16:50:00
02/02/2022;41.12543;16.8173;Sì;Strada urbana;Cavalcavia;Asciutto;Asfaltata;Sereno;Intenso;Sì;Sì;17:00:00;17:10:00
02/02/2022;41.13789;16.8109;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:45:00;20:05:00
02/02/2022;41.11013;16.86995;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:40:00;23:50:00
03/02/2022;41.1119983;16.8703629;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;10:15:00;10:30:00
03/02/2022;41.10947291;16.8914789;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;13:20:00;13:33:00
03/02/2022;41.09757;16.88147;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:25:00;14:39:00
03/02/2022;41.12719;16.80358;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:00:00;18:05:00
03/02/2022;41.12057;16.85609;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:30:00;18:50:00
03/02/2022;41.12327;16.80531;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:45:00;19:00:00
03/02/2022;41.11249166;16.87361051;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;21:20:00;21:25:00
04/02/2022;41.11398;16.89608;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;08:00:00;08:05:00
04/02/2022;41.12718;16.85158;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;12:40:00;12:45:00
04/02/2022;41.12037;16.7985;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:35:00;15:45:00
04/02/2022;41.11815;16.88523;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:50:00;18:55:00
04/02/2022;41.10992;16.86602;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:05:00;19:20:00
04/02/2022;41.1189393;16.8607831;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:10:00;19:30:00
04/02/2022;41.12927;16.87248;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:40:00;21:58:00
04/02/2022;41.1207654;16.8844113;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (umidita' in atto);Asfaltata;Nuvoloso;Normale;No;Sì;22:25:00;22:35:00
05/02/2022;41.13659;16.84391;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;11:00:00;11:20:00
05/02/2022;41.07075;16.86594;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;11:00:00;11:10:00
05/02/2022;41.12869;16.80179;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:35:00;11:45:00
05/02/2022;41.08617;16.86524;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:40:00;15:45:00
05/02/2022;41.15093;16.76339;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:00:00;17:10:00
05/02/2022;41.09912;16.85545;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;18:20:00;18:50:00
05/02/2022;41.11755;16.84009;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;18:25:00;18:35:00
06/02/2022;41.10065;16.87035;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;04:20:00;04:25:00
07/02/2022;41.10893;16.81969;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;07:30:00;07:40:00
07/02/2022;41.09932;16.88268;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;09:20:00;09:30:00
07/02/2022;41.0917234;16.8928984;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Intenso;No;Sì;13:20:00;13:30:00
07/02/2022;41.12545;16.87107;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Vento forte;Normale;No;Sì;18:50:00;19:00:00
07/02/2022;41.10298;16.88861;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;No;No;20:40:00;20:55:00
07/02/2022;41.12544;16.8711;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:30:00;00:45:00
08/02/2022;41.12338;16.8077;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;05:17:00;05:30:00
08/02/2022;41.12365542;16.86026557;Sì;Strada urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Vento forte;Scarso;No;No;06:15:00;06:27:00
08/02/2022;41.08589;16.99446;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;No;No;11:40:00;11:45:00
08/02/2022;41.1013492;16.8796451;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;18:45:00;19:05:00
09/02/2022;41.1053916;16.8702435;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:35:00;03:40:00
09/02/2022;41.13506;16.8105;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;08:15:00;08:20:00
09/02/2022;41.1038498;16.8736009;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:30:00;09:45:00
09/02/2022;41.0963631;16.847793;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;10:10:00;10:20:00
09/02/2022;41.10455;16.86514;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;10:05:00;10:25:00
09/02/2022;41.11012;16.86201;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:30:00;11:35:00
09/02/2022;41.12253;16.86722;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;13:30:00;13:40:00
09/02/2022;41.13587;16.82099;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;13:20:00;13:40:00
09/02/2022;41.10447;16.87162;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;16:35:00;16:40:00
09/02/2022;41.08199;16.84259;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;18:35:00;18:40:00
09/02/2022;41.13059885;16.79956136;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;20:35:00;20:50:00
10/02/2022;41.09453;16.85519;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;08:10:00;08:15:00
10/02/2022;41.12318;16.86656;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:15:00;09:30:00
10/02/2022;41.09642;16.88251;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;09:30:00;09:45:00
10/02/2022;41.09745739;16.88840996;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;10:10:00;10:30:00
10/02/2022;41.10324;16.8736;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;13:00:00;13:10:00
10/02/2022;41.12956;16.78539;Sì;Strada urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Normale;No;No;13:05:00;13:15:00
10/02/2022;41.11519;16.88753;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:00:00;00:01:00
11/02/2022;41.12028;16.87616;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:10:00;00:20:00
11/02/2022;41.12199;16.87458;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:30:00;02:45:00
11/02/2022;41.09387;16.8873;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:20:00;09:30:00
11/02/2022;41.07808;16.901;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;10:40:00;11:10:00
11/02/2022;41.11697;16.8713;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;13:35:00;13:45:00
11/02/2022;41.12159;16.87278;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;14:50:00;14:55:00
11/02/2022;41.11441;16.85189;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:00:00;19:15:00
11/02/2022;41.11336453;16.87358061;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;20:55:00;21:00:00
11/02/2022;41.11938662;16.86140422;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;22:25:00;22:35:00
12/02/2022;41.12107;16.86451;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:41:00;02:42:00
12/02/2022;41.11256;16.87219;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:20:00;03:30:00
12/02/2022;41.12213;16.87145;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:50:00;10:00:00
12/02/2022;41.11650464;16.86331478;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:00:00;11:15:00
12/02/2022;41.08443;16.99866;Sì;Provinciale entro l'abitato;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:00:00;12:10:00
12/02/2022;41.1039718;16.8646538;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;13:40:00;14:00:00
12/02/2022;41.11610999;16.87695677;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;18:25:00;18:30:00
12/02/2022;41.12634;16.87258;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;20:40:00;20:55:00
13/02/2022;41.11255;16.91448;Sì;Strada urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;04:24:00;04:35:00
13/02/2022;41.13645;16.81901;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;13:00:00;13:10:00
13/02/2022;41.11575;16.9058;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:00:00;12:10:00
13/02/2022;41.08113;16.86348;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;17:30:00;17:40:00
13/02/2022;41.1126;16.87476;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:00:00;21:15:00
13/02/2022;41.11707;16.87011;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;21:10:00;21:15:00
14/02/2022;41.10572;16.88002;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;07:00:00;07:10:00
14/02/2022;41.15163;16.73904;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;09:00:00;01:15:00
14/02/2022;41.10281669;16.85622636;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:30:00;14:40:00
14/02/2022;41.12356;16.81086;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:00:00;17:15:00
14/02/2022;41.12526;16.86799;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:35:00;19:45:00
15/02/2022;41.11406;16.8808;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:20:00;00:25:00
15/02/2022;41.12573;16.79807;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:15:00;08:20:00
15/02/2022;41.09235;16.9863;Sì;Strada urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;Sì;Sì;08:55:00;09:15:00
15/02/2022;41.11762;16.87441;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;00:00:00;00:00:00
15/02/2022;41.12195;16.78633;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
15/02/2022;41.11684019;16.86535449;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Intenso;No;Sì;11:00:00;11:10:00
15/02/2022;41.10537;16.86734;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:05:00;12:20:00
15/02/2022;41.11656;16.86142;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;13:00:00;13:10:00
15/02/2022;41.10065;16.8673;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;14:40:00;14:45:00
15/02/2022;41.09487;16.86712;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:05:00;18:25:00
15/02/2022;41.11855391;16.86146329;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;22:00:00;22:10:00
16/02/2022;41.0908989;16.8729285;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;08:35:00;08:45:00
16/02/2022;41.12356;16.81086;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;09:30:00;09:45:00
16/02/2022;41.10113;16.88966;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:00:00;00:00:00
16/02/2022;41.1022;16.8649;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:55:00;12:05:00
16/02/2022;41.13770046;16.83827433;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;13:15:00;13:35:00
16/02/2022;41.0945033;16.8546086;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:25:00;15:30:00
16/02/2022;41.11845;16.7951;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;18:40:00;18:45:00
16/02/2022;41.12429;16.86309;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;19:15:00;19:30:00
16/02/2022;41.13008;16.83129;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;21:00:00;21:12:00
17/02/2022;41.12717;16.84867;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:20:00;10:30:00
17/02/2022;41.11499;16.8115;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;00:00:00;00:00:00
17/02/2022;41.10102;16.86654;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;13:10:00;13:25:00
17/02/2022;41.15549;16.76173;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
17/02/2022;41.1255;16.8724;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;16:00:00;16:05:00
17/02/2022;41.1295;16.78576;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:40:00;18:55:00
17/02/2022;41.1223;16.87367;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:10:00;21:15:00
18/02/2022;41.11131453;16.86814382;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:50:00;00:55:00
18/02/2022;41.10388;16.8828;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;01:10:00;01:16:00
18/02/2022;41.12375;16.87345;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;01:50:00;02:00:00
18/02/2022;41.1215;16.87156;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:45:00;09:00:00
18/02/2022;41.0412;16.84947;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:10:00
18/02/2022;41.12998;16.78883;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:10:00;15:20:00
18/02/2022;41.08732;16.89416;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:10:00;16:25:00
18/02/2022;41.1113943;16.8911297;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;17:10:00;17:15:00
18/02/2022;41.10702;16.90041;Sì;Strada urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Scarso;No;Sì;19:10:00;19:20:00
18/02/2022;41.1148129;16.8780276;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:53:00;20:05:00
18/02/2022;41.12716935;16.78030619;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;22:15:00;22:30:00
19/02/2022;41.10687076;16.87357985;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:45:00;00:50:00
19/02/2022;41.10493;16.87884;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;01:25:00;01:30:00
19/02/2022;41.1208175;16.8600582;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:10:00;03:20:00
19/02/2022;41.11281666;16.89222966;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;09:10:00;09:20:00
19/02/2022;41.11864;16.8532;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;09:35:00;09:40:00
19/02/2022;41.12094;16.87256;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:40:00;13:00:00
19/02/2022;41.09107;16.85046;No;Comunale extraurbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:20:00;14:35:00
19/02/2022;41.12392;16.81413;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;15:00:00;15:10:00
19/02/2022;41.1056;16.87363;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:20:00;16:30:00
19/02/2022;41.10114224;16.85919823;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:50:00;21:00:00
19/02/2022;41.12535;16.86074;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;22:05:00;22:15:00
19/02/2022;41.15867;16.76237;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;22:30:00;22:50:00
20/02/2022;41.12356;16.81086;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;11:00:00;11:15:00
20/02/2022;41.11788;16.85666;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:15:00;14:30:00
20/02/2022;41.12115;16.86564;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:15:00;15:30:00
20/02/2022;41.12616;16.87101;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:05:00;16:10:00
20/02/2022;41.10143;16.84802;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:30:00;19:50:00
21/02/2022;41.1047;16.90075;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;11:25:00;11:30:00
21/02/2022;41.11042;16.90523;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:10:00;12:20:00
21/02/2022;41.10627;16.91216;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:40:00;13:00:00
21/02/2022;41.13697;16.81582;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;14:30:00;14:45:00
21/02/2022;41.10567914;16.85929735;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;14:50:00;15:05:00
21/02/2022;41.12563;16.86289;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;15:10:00;15:15:00
21/02/2022;41.15261253;16.77104382;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:40:00;20:55:00
21/02/2022;41.0976;16.88778;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:10:00;21:15:00
21/02/2022;41.11414;16.86898;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:15:00;23:30:00
22/02/2022;41.09450118;16.89111048;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;No;No;07:20:00;07:30:00
22/02/2022;41.10081;16.8472;No;Comunale extraurbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;07:40:00;07:50:00
22/02/2022;41.12164;16.8511;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;12:43:00;12:50:00
22/02/2022;41.098738;16.8673148;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;14:30:00;14:40:00
22/02/2022;41.1045;16.87874;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Vento forte;Scarso;No;No;15:20:00;15:30:00
22/02/2022;41.11722;16.87277;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;No;No;16:00:00;16:10:00
22/02/2022;41.14824;16.76794;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:25:00;16:30:00
22/02/2022;41.1124053;16.8938885;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;18:15:00;18:20:00
22/02/2022;41.1099;16.86783;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Normale;Sì;Sì;19:00:00;19:15:00
22/02/2022;41.11643;16.85253;Sì;Strada urbana;Pendenza;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;19:40:00;19:45:00
22/02/2022;41.14789;16.78673;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;21:30:00;21:50:00
23/02/2022;41.11382;16.83295;No;Altra strada;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;08:10:00;08:30:00
23/02/2022;41.1542;16.76508;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:00:00;11:10:00
23/02/2022;41.10098;16.8648;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;13:40:00;13:50:00
23/02/2022;41.09633;16.85514;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;16:20:00;16:40:00
23/02/2022;41.08966;16.97506;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;18:40:00;18:50:00
23/02/2022;41.1312346;16.867698;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:21:00;00:30:00
24/02/2022;41.11655;16.86269;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;07:10:00;07:20:00
24/02/2022;41.1244199;16.8665621;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:00:00;11:15:00
